Town,Price,Amount of Rooms,Surface Area,Floor/Floors,Type,Sale/Rent
Narva,150 € 2.45 €/m²,3,61.3 m²,5/5,Apartment,For Rent
Tallinn,470 € 14 €/m²,2,33.5 m²,1/2,Apartment,For Rent
Tallinn,20 € 0.87 €/m²,1,23 m²,5/6,Apartment,For Rent
Tallinn,700 € 12.6 €/m²,2,55.6 m²,5/6,Apartment,For Rent
Tallinn,700 € 12.6 €/m²,2,55.6 m²,5/6,Apartment,For Rent
Tallinn,2 200 € 29.9 €/m²,3,73.6 m²,1/2,Apartment,For Rent
Võru,320 € 5.33 €/m²,2,60 m²,1/1,Apartment,For Rent
Pärnu,500 € 8.50 €/m²,2,58.8 m²,2/3,Apartment,For Rent
,350 € 7.97 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tallinn,495 € 10.9 €/m²,1,45.5 m²,3/4,Apartment,For Rent
Pärnu,360 € 7.61 €/m²,2,47.3 m²,2/5,Apartment,For Rent
Pärnu,650 € 13.2 €/m²,2,49.1 m²,3/6,Apartment,For Rent
Pärnu,500 € 10.6 €/m²,2,47.2 m²,1/2,Apartment,For Rent
Tartu,690 € 11.7 €/m²,3,58.9 m²,2/4,Apartment,For Rent
Viljandi,340 € 8.50 €/m²,2,40 m²,3/4,Apartment,For Rent
,180 € 3.62 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tartu,220 € 4.53 €/m²,2,48.6 m²,2/3,Apartment,For Rent
Tallinn,399 € 6.88 €/m²,2,58 m²,2/3,Apartment,For Rent
Tallinn,390 € 12.6 €/m²,1,31 m²,5/5,Apartment,For Rent
Tallinn,400 € 19.3 €/m²,1,20.7 m²,2/6,Apartment,For Rent
,250 € 4.17 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tallinn,3 490 € 24.9 €/m²,3,140.3 m²,6/14,Apartment,For Rent
Tallinn,500 € 10.7 €/m²,2,46.9 m²,2/5,Apartment,For Rent
Tallinn,590 € 20.3 €/m²,1,29.1 m²,3/5,Apartment,For Rent
,200 € 5 €/m²,N/A,N/A,N/A,Apartment,For Rent
Viljandi,300 € 10 €/m²,2,30 m²,4/4,Apartment,For Rent
Tallinn,400 € 9.30 €/m²,2,43 m²,5/5,Apartment,For Rent
Tallinn,289 € 17.8 €/m²,1,16.2 m²,3/5,Apartment,For Rent
Tallinn,1 400 € 23 €/m²,3,60.8 m²,2/5,Apartment,For Rent
Tallinn,500 € 12.1 €/m²,1,41.5 m²,6/11,Apartment,For Rent
Tartu,290 € 10.4 €/m²,1,28 m²,4/5,Apartment,For Rent
Tallinn,380 € 12.3 €/m²,1,30.8 m²,2/3,Apartment,For Rent
Tartu,299 € 14 €/m²,1,21.3 m²,1/2,Apartment,For Rent
Tallinn,575 € 14.7 €/m²,2,39 m²,3/5,Apartment,For Rent
Tartu,800 € 8.67 €/m²,3,92.3 m²,2/4,Apartment,For Rent
Tallinn,790 € 16.3 €/m²,2,48.5 m²,5/13,Apartment,For Rent
Tallinn,550 € 9.03 €/m²,3,60.9 m²,2/5,Apartment,For Rent
,400 € 7.55 €/m²,N/A,N/A,N/A,Apartment,For Rent
,280 € 12.7 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tallinn,700 € 11.7 €/m²,2,60 m²,4/5,Apartment,For Rent
Tartu,390 € 28.3 €/m²,1,13.8 m²,2/4,Apartment,For Rent
Tallinn,510 € 22.4 €/m²,1,22.8 m²,6/8,Apartment,For Rent
Pärnu,550 € 17.5 €/m²,2,31.4 m²,2/3,Apartment,For Rent
Tallinn,850 € 9.49 €/m²,3,89.6 m²,2/3,Apartment,For Rent
Tallinn,600 € 16.4 €/m²,2,36.7 m²,4/2,Apartment,For Rent
Pärnu,850 € 18.9 €/m²,3,45 m²,4/6,Apartment,For Rent
Tallinn,400 € 14 €/m²,1,28.6 m²,5/5,Apartment,For Rent
,430 € 11.9 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tallinn,3 500 € 27.3 €/m²,4,128 m²,3/6,Apartment,For Rent
,219 € 6.08 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tallinn,390 € 9.87 €/m²,2,39.5 m²,1/4,Apartment,For Rent
Tallinn,550 € 10 €/m²,2,55 m²,3/3,Apartment,For Rent
Pärnu,950 € 13.1 €/m²,3,72.5 m²,5/6,Apartment,For Rent
Tartu,670 € 9.31 €/m²,2,72 m²,4/4,Apartment,For Rent
,180 € 3.12 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tallinn,595 € 10.1 €/m²,2,59 m²,2/5,Apartment,For Rent
Tallinn,630 € 12 €/m²,2,52.4 m²,6/8,Apartment,For Rent
Tartu,665 € 12.9 €/m²,3,51.4 m²,5/6,Apartment,For Rent
Viljandi,360 € 12.4 €/m²,1,29 m²,2/2,Apartment,For Rent
Tallinn,1 400 € 13.4 €/m²,4,104.9 m²,2/4,Apartment,For Rent
Tartu,440 € 10.7 €/m²,2,41 m²,3/4,Apartment,For Rent
Viljandi,90 € 4.29 €/m²,1,21 m²,2/2,Apartment,For Rent
Tallinn,370 € 11.9 €/m²,1,31 m²,-1/5,Apartment,For Rent
Tallinn,800 € 15.3 €/m²,2,52.2 m²,7/7,Apartment,For Rent
Tallinn,675 € 22.5 €/m²,3,30 m²,1/2,Apartment,For Rent
Rakvere,220 € 5.50 €/m²,2,40 m²,4/4,Apartment,For Rent
,260 € 6.79 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tallinn,670 € 14.9 €/m²,2,45.1 m²,3/6,Apartment,For Rent
Tallinn,650 € 12.1 €/m²,2,53.6 m²,2/6,Apartment,For Rent
,280 € 5.41 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tartu,550 € 14.1 €/m²,2,39 m²,1/3,Apartment,For Rent
Tallinn,400 € 12.4 €/m²,1,32.2 m²,2/8,Apartment,For Rent
Tallinn,750 € 15.1 €/m²,2,49.6 m²,2/3,Apartment,For Rent
Narva,750 € 9.78 €/m²,4,76.7 m²,2/5,Apartment,For Rent
Tartu,249 € 17.8 €/m²,1,14 m²,1/5,Apartment,For Rent
Tartu,420 € 6.39 €/m²,3,65.7 m²,2/5,Apartment,For Rent
Tallinn,800 € 16.1 €/m²,2,49.7 m²,8/10,Apartment,For Rent
Tallinn,800 € 16.1 €/m²,2,49.7 m²,8/10,Apartment,For Rent
Viljandi,280 € 9.66 €/m²,1,29 m²,1/4,Apartment,For Rent
Viljandi,280 € 9.66 €/m²,1,29 m²,1/4,Apartment,For Rent
Pärnu,360 € 8.16 €/m²,2,44.1 m²,3/4,Apartment,For Rent
Pärnu,360 € 8.16 €/m²,2,44.1 m²,3/4,Apartment,For Rent
Tallinn,750 € 15.1 €/m²,2,49.7 m²,5/8,Apartment,For Rent
Tartu,360 € 7.83 €/m²,2,46 m²,8/9,Apartment,For Rent
Tartu,360 € 7.83 €/m²,2,46 m²,8/9,Apartment,For Rent
,200 € 2.89 €/m²,N/A,N/A,N/A,Apartment,For Rent
,200 € 2.89 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tartu,560 € 10.5 €/m²,2,53.4 m²,3/4,Apartment,For Rent
Tartu,330 € 12.2 €/m²,1,27 m²,2/2,Apartment,For Rent
Tartu,330 € 12.2 €/m²,1,27 m²,2/2,Apartment,For Rent
Tallinn,375 € 7.81 €/m²,2,48 m²,N/A,Apartment,For Rent
,175 € 6.25 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tartu,650 € 13 €/m²,2,50 m²,2/2,Apartment,For Rent
Tallinn,720 € 9.08 €/m²,2,79.3 m²,1/4,Apartment,For Rent
Tallinn,720 € 9.08 €/m²,2,79.3 m²,1/4,Apartment,For Rent
Tallinn,750 € 11.4 €/m²,2,65.8 m²,6/8,Apartment,For Rent
Tallinn,460 € 12.2 €/m²,2,37.7 m²,5/5,Apartment,For Rent
Tallinn,1 400 € 9.49 €/m²,5,147.6 m²,4/4,Apartment,For Rent
Tallinn,777 € 17.3 €/m²,2,44.9 m²,1/6,Apartment,For Rent
Tallinn,600 € 12.2 €/m²,3,49.4 m²,3/3,Apartment,For Rent
Pärnu,300 € 5.68 €/m²,2,52.8 m²,2/3,Apartment,For Rent
Tallinn,1 270 € 14.1 €/m²,3,90.3 m²,2/3,Apartment,For Rent
Tallinn,840 € 13.9 €/m²,3,60.5 m²,2/4,Apartment,For Rent
Tallinn,800 € 15.1 €/m²,2,53.1 m²,1/5,Apartment,For Rent
Tallinn,650 € 15.1 €/m²,2,43 m²,7/20,Apartment,For Rent
Tallinn,700 € 16.3 €/m²,2,43 m²,1/2,Apartment,For Rent
Tartu,850 € 6.85 €/m²,4,124 m²,1/3,Apartment,For Rent
Tallinn,350 € 11.8 €/m²,1,29.6 m²,1/5,Apartment,For Rent
Tartu,520 € 11.2 €/m²,2,46.5 m²,4/8,Apartment,For Rent
Tallinn,600 € 16.7 €/m²,1,36 m²,2/8,Apartment,For Rent
Tallinn,600 € 16.7 €/m²,1,36 m²,2/8,Apartment,For Rent
,230 € 4.93 €/m²,N/A,N/A,N/A,Apartment,For Rent
,610 € 16.5 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tartu,480 € 15.6 €/m²,2,30.7 m²,1/2,Apartment,For Rent
Tartu,480 € 15.6 €/m²,2,30.7 m²,1/2,Apartment,For Rent
Pärnu,850 € 18.9 €/m²,3,45 m²,2/6,Apartment,For Rent
Tallinn,390 € 11.9 €/m²,1,32.8 m²,1/5,Apartment,For Rent
Tartu,1 300 € 13.5 €/m²,4,96.1 m²,N/A,Apartment,For Rent
Tallinn,690 € 12.6 €/m²,2,54.6 m²,12/14,Apartment,For Rent
Tallinn,690 € 12.6 €/m²,2,54.6 m²,12/14,Apartment,For Rent
Narva,340 € 8.65 €/m²,2,39.3 m²,2/5,Apartment,For Rent
Narva,340 € 8.65 €/m²,2,39.3 m²,2/5,Apartment,For Rent
Tartu,690 € 8.86 €/m²,4,77.9 m²,2/2,Apartment,For Rent
Tartu,250 € 4.82 €/m²,3,51.9 m²,2/2,Apartment,For Rent
Tallinn,650 € 10.9 €/m²,2,59.4 m²,2/7,Apartment,For Rent
Tallinn,747 € 18.1 €/m²,2,41.2 m²,3/5,Apartment,For Rent
,300 € 4.44 €/m²,N/A,N/A,N/A,Apartment,For Rent
,300 € 4.44 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tallinn,500 € 10.3 €/m²,2,48.6 m²,3/7,Apartment,For Rent
Narva,325 € 4.99 €/m²,3,65.1 m²,5/9,Apartment,For Rent
Tallinn,825 € 15.6 €/m²,2,52.8 m²,4/5,Apartment,For Rent
Narva,180 € 4.64 €/m²,2,38.8 m²,3/5,Apartment,For Rent
Tartu,450 € 11.3 €/m²,2,40 m²,1/5,Apartment,For Rent
Tallinn,1 100 € 12.9 €/m²,2,85 m²,3/3,Apartment,For Rent
Tallinn,600 € 6.40 €/m²,2,93.7 m²,N/A,Apartment,For Rent
Tallinn,1 200 € 13.7 €/m²,4,87.8 m²,3/3,Apartment,For Rent
Narva,600 € 11.7 €/m²,2,51.3 m²,4/4,Apartment,For Rent
Narva,600 € 11.7 €/m²,2,51.3 m²,4/4,Apartment,For Rent
Tallinn,650 € 8.62 €/m²,2,75.4 m²,4/2,Apartment,For Rent
,550 € 14.9 €/m²,N/A,N/A,N/A,Apartment,For Rent
,550 € 14.9 €/m²,N/A,N/A,N/A,Apartment,For Rent
Pärnu,360 € 7.79 €/m²,2,46.2 m²,3/4,Apartment,For Rent
Tallinn,1 000 € 15.7 €/m²,3,63.8 m²,2/5,Apartment,For Rent
Tallinn,1 000 € 14.5 €/m²,2,69 m²,5/5,Apartment,For Rent
Tallinn,300 € 18.5 €/m²,1,16.2 m²,2/5,Apartment,For Rent
Rakvere,180 € 5.45 €/m²,1,33 m²,N/A,Apartment,For Rent
Tartu,360 € 7.74 €/m²,2,46.5 m²,8/9,Apartment,For Rent
Tallinn,570 € 40.7 €/m²,1,14 m²,4/6,Apartment,For Rent
Tallinn,660 € 16.5 €/m²,2,40 m²,2/3,Apartment,For Rent
Viljandi,350 € 10.5 €/m²,1,33.2 m²,5/5,Apartment,For Rent
Viljandi,350 € 10.5 €/m²,1,33.2 m²,5/5,Apartment,For Rent
Pärnu,250 € 12.1 €/m²,1,20.6 m²,2/3,Apartment,For Rent
Tallinn,1 100 € 7.37 €/m²,4,149.3 m²,2/3,Apartment,For Rent
Tartu,200 € 7.87 €/m²,1,25.4 m²,1/2,Apartment,For Rent
Tartu,600 € 9.09 €/m²,3,66 m²,2/5,Apartment,For Rent
Pärnu,2 500 € 34 €/m²,2,73.6 m²,8/8,Apartment,For Rent
Tallinn,1 590 € 8.72 €/m²,5,182.4 m²,N/A,Apartment,For Rent
Tallinn,1 200 € 25.4 €/m²,2,47.3 m²,4/6,Apartment,For Rent
Tallinn,1 200 € 25.4 €/m²,2,47.3 m²,4/6,Apartment,For Rent
Tallinn,600 € 7.84 €/m²,3,76.5 m²,3/5,Apartment,For Rent
Tallinn,420 € 12.1 €/m²,2,34.8 m²,3/5,Apartment,For Rent
Viljandi,500 € 7.50 €/m²,2,66.7 m²,2/2,Apartment,For Rent
Tallinn,1 150 € 16.5 €/m²,4,69.9 m²,9/19,Apartment,For Rent
Tartu,250 € 8.33 €/m²,1,30 m²,3/5,Apartment,For Rent
Tartu,250 € 8.33 €/m²,1,30 m²,3/5,Apartment,For Rent
Tartu,325 € 11 €/m²,1,29.5 m²,1/1,Apartment,For Rent
Tartu,240 € 8.14 €/m²,2,29.5 m²,2/2,Apartment,For Rent
Tallinn,749 € 13.4 €/m²,3,55.8 m²,8/16,Apartment,For Rent
Pärnu,290 € 11.4 €/m²,1,25.4 m²,1/3,Apartment,For Rent
Pärnu,290 € 11.4 €/m²,1,25.4 m²,1/3,Apartment,For Rent
,280 € 7.20 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tallinn,990 € 20.2 €/m²,1,49 m²,1/2,Apartment,For Rent
Pärnu,500 € 5.67 €/m²,5,88.2 m²,3/3,Apartment,For Rent
Tallinn,610 € 10.9 €/m²,2,55.9 m²,7/8,Apartment,For Rent
Tallinn,500 € 13.2 €/m²,1,38 m²,4/5,Apartment,For Rent
Pärnu,420 € 6.50 €/m²,3,64.6 m²,1/1,Apartment,For Rent
Tartu,530 € 8.41 €/m²,3,63 m²,1/3,Apartment,For Rent
Tallinn,750 € 14.4 €/m²,2,52 m²,2/19,Apartment,For Rent
Pärnu,190 € 4.66 €/m²,2,40.8 m²,2/2,Apartment,For Rent
Tartu,600 € 12.9 €/m²,2,46.5 m²,2/3,Apartment,For Rent
Tartu,600 € 12.9 €/m²,2,46.5 m²,2/3,Apartment,For Rent
,550 € 11.8 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tartu,400 € 16.1 €/m²,1,24.9 m²,4/4,Apartment,For Rent
Tallinn,350 € 21.9 €/m²,1,16 m²,1/6,Apartment,For Rent
Tallinn,390 € 11.9 €/m²,1,32.7 m²,1/5,Apartment,For Rent
Tallinn,5 000 € 25.4 €/m²,4,197 m²,2/3,Apartment,For Rent
Narva,200 € 4.03 €/m²,2,49.6 m²,7/9,Apartment,For Rent
Tartu,680 € 8.50 €/m²,3,80 m²,3/3,Apartment,For Rent
Tartu,680 € 8.50 €/m²,3,80 m²,3/3,Apartment,For Rent
Tallinn,650 € 11.8 €/m²,2,55.2 m²,2/4,Apartment,For Rent
Tallinn,450 € 12.2 €/m²,1,36.8 m²,10/12,Apartment,For Rent
Narva,160 € 4.57 €/m²,1,35 m²,2/9,Apartment,For Rent
Narva,160 € 4.57 €/m²,1,35 m²,2/9,Apartment,For Rent
Tallinn,800 € 19 €/m²,2,42.1 m²,1/4,Apartment,For Rent
Tallinn,800 € 19 €/m²,2,42.1 m²,1/4,Apartment,For Rent
Narva,330 € 6.90 €/m²,3,47.8 m²,3/5,Apartment,For Rent
Tallinn,1 000 € 18.5 €/m²,3,54.2 m²,1/3,Apartment,For Rent
Tallinn,900 € 16.5 €/m²,2,54.7 m²,3/4,Apartment,For Rent
Narva,200 € 3.77 €/m²,3,53 m²,9/9,Apartment,For Rent
Tallinn,550 € 11 €/m²,2,50.1 m²,4/9,Apartment,For Rent
Pärnu,660 € 10.2 €/m²,3,64.6 m²,2/3,Apartment,For Rent
Tallinn,1 968 € 13 €/m²,2,151.4 m²,3/3,Apartment,For Rent
Tallinn,750 € 12.7 €/m²,2,58.9 m²,6/7,Apartment,For Rent
Tallinn,390 € 14.4 €/m²,1,27 m²,1/4,Apartment,For Rent
Tallinn,29 € 1.93 €/m²,1,15 m²,4/5,Apartment,For Rent
Tallinn,507 € 16.9 €/m²,2,30 m²,2/2,Apartment,For Rent
Tallinn,400 € 8.16 €/m²,3,49 m²,2/4,Apartment,For Rent
Tallinn,550 € 10.4 €/m²,2,52.9 m²,2/5,Apartment,For Rent
Tallinn,400 € 12.2 €/m²,1,32.8 m²,2/5,Apartment,For Rent
Tallinn,800 € 16 €/m²,2,50 m²,4/7,Apartment,For Rent
Rakvere,250 € 6.49 €/m²,2,38.5 m²,3/4,Apartment,For Rent
Narva,250 € 9.16 €/m²,1,27.3 m²,2/5,Apartment,For Rent
Tallinn,600 € 6.82 €/m²,3,88 m²,2/7,Apartment,For Rent
Tallinn,850 € 16.4 €/m²,3,52 m²,3/5,Apartment,For Rent
,320 € 7.53 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tallinn,799 € 13.1 €/m²,3,60.8 m²,6/8,Apartment,For Rent
Tallinn,900 € 15.5 €/m²,2,58 m²,22/30,Apartment,For Rent
Paide,350 € 13 €/m²,1,26.9 m²,1/3,Apartment,For Rent
Tallinn,1 500 € 14.3 €/m²,3,105 m²,7/8,Apartment,For Rent
Rakvere,220 € 6.90 €/m²,1,31.9 m²,3/3,Apartment,For Rent
Tallinn,1 000 € 12.4 €/m²,4,80.9 m²,3/4,Apartment,For Rent
Tartu,300 € 4.40 €/m²,3,68.2 m²,3/3,Apartment,For Rent
Võru,270 € 7.03 €/m²,1,38.4 m²,3/3,Apartment,For Rent
Tallinn,600 € 11.8 €/m²,2,51 m²,1/3,Apartment,For Rent
Tallinn,600 € 11.8 €/m²,2,51 m²,1/3,Apartment,For Rent
Pärnu,500 € 11.3 €/m²,2,44.1 m²,3/3,Apartment,For Rent
,500 € 13.4 €/m²,N/A,N/A,N/A,Apartment,For Rent
,239 € 14.7 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tartu,900 € 9.88 €/m²,4,91.1 m²,1/2,Apartment,For Rent
Tartu,190 € 17.6 €/m²,1,10.8 m²,4/5,Apartment,For Rent
Tartu,350 € 7.61 €/m²,2,46 m²,3/5,Apartment,For Rent
,275 € 5.61 €/m²,N/A,N/A,N/A,Apartment,For Rent
Viljandi,320 € 8.10 €/m²,2,39.5 m²,4/4,Apartment,For Rent
Tartu,350 € 7.61 €/m²,2,46 m²,5/5,Apartment,For Rent
Tartu,350 € 7.61 €/m²,2,46 m²,5/5,Apartment,For Rent
Tallinn,500 € 11.1 €/m²,2,45 m²,1/2,Apartment,For Rent
Tallinn,400 € 11.3 €/m²,2,35.4 m²,1/4,Apartment,For Rent
Tartu,300 € 6.55 €/m²,2,45.8 m²,2/3,Apartment,For Rent
Tallinn,500 € 9.02 €/m²,2,55.4 m²,2/14,Apartment,For Rent
,180 € 4.49 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tallinn,2 900 € 18.4 €/m²,4,158 m²,5/5,Apartment,For Rent
Tartu,750 € 11.5 €/m²,3,65.2 m²,1/4,Apartment,For Rent
Viljandi,250 € 7.81 €/m²,2,32 m²,2/2,Apartment,For Rent
,300 € 5.08 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tallinn,450 € 19.6 €/m²,1,23 m²,2/2,Apartment,For Rent
Tartu,990 € 14.4 €/m²,3,68.8 m²,1/6,Apartment,For Rent
Tartu,800 € 20.1 €/m²,2,39.8 m²,2/5,Apartment,For Rent
Narva,750 € 14.5 €/m²,2,51.8 m²,4/4,Apartment,For Rent
Tallinn,690 € 9.45 €/m²,3,73 m²,1/5,Apartment,For Rent
Tallinn,450 € 9.32 €/m²,2,48.3 m²,6/7,Apartment,For Rent
Tallinn,710 € 15.8 €/m²,2,45 m²,8/18,Apartment,For Rent
Pärnu,600 € 6.67 €/m²,1,90 m²,2/2,Apartment,For Rent
Tallinn,500 € 11.6 €/m²,2,43.3 m²,5/9,Apartment,For Rent
Tallinn,325 € 19.9 €/m²,1,16.3 m²,1/5,Apartment,For Rent
,1 250 € 15.8 €/m²,N/A,N/A,N/A,Apartment,For Rent
,450 € 12.9 €/m²,N/A,N/A,N/A,Apartment,For Rent
Pärnu,370 € 10.7 €/m²,2,34.7 m²,4/4,Apartment,For Rent
Tallinn,700 € 12.6 €/m²,2,55.6 m²,5/6,Apartment,For Rent
Tallinn,350 € 7.53 €/m²,3,46.5 m²,1/2,Apartment,For Rent
,380 € 10 €/m²,N/A,N/A,N/A,Apartment,For Rent
,250 € 6.25 €/m²,N/A,N/A,N/A,Apartment,For Rent
,1 000 € 12.2 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tallinn,450 € 18 €/m²,1,25 m²,N/A,Apartment,For Rent
Tallinn,790 € 8.97 €/m²,3,88.1 m²,5/5,Apartment,For Rent
Tallinn,230 € 19.2 €/m²,1,12 m²,1/5,Apartment,For Rent
Tallinn,1 700 € 18.1 €/m²,3,93.8 m²,1/5,Apartment,For Rent
Tallinn,300 € 18.5 €/m²,1,16.2 m²,2/5,Apartment,For Rent
Tallinn,840 € 14 €/m²,3,60 m²,2/2,Apartment,For Rent
Pärnu,430 € 10.1 €/m²,2,42.7 m²,1/3,Apartment,For Rent
Tallinn,450 € 10.3 €/m²,2,43.7 m²,1/5,Apartment,For Rent
Tartu,330 € 9.71 €/m²,1,34 m²,1/2,Apartment,For Rent
Tallinn,1 100 € 20.1 €/m²,2,54.8 m²,3/6,Apartment,For Rent
Tallinn,500 € 17.1 €/m²,2,29.3 m²,1/4,Apartment,For Rent
Tallinn,660 € 16.5 €/m²,2,40 m²,2/2,Apartment,For Rent
Tallinn,2 500 € 22.3 €/m²,3,112.3 m²,1/3,Apartment,For Rent
Rakvere,320 € 9.91 €/m²,2,32.3 m²,2/2,Apartment,For Rent
Tallinn,595 € 13.4 €/m²,2,44.4 m²,1/3,Apartment,For Rent
Tallinn,650 € 11 €/m²,2,59 m²,2/5,Apartment,For Rent
Tallinn,450 € 15.1 €/m²,1,29.8 m²,4/5,Apartment,For Rent
Tartu,250 € 15.6 €/m²,1,16 m²,2/2,Apartment,For Rent
Viljandi,320 € 8.42 €/m²,2,38 m²,4/4,Apartment,For Rent
Tallinn,350 € 20.6 €/m²,1,17 m²,3/4,Apartment,For Rent
,180 € 4.50 €/m²,N/A,N/A,N/A,Apartment,For Rent
,550 € 22 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tallinn,400 € 8.08 €/m²,2,49.5 m²,2/3,Apartment,For Rent
Tallinn,480 € 7.19 €/m²,3,66.8 m²,9/9,Apartment,For Rent
Viljandi,325 € 9.79 €/m²,2,33.2 m²,2/2,Apartment,For Rent
Tallinn,560 € 9.08 €/m²,3,61.7 m²,2/2,Apartment,For Rent
Pärnu,230 € 6.59 €/m²,2,34.9 m²,2/4,Apartment,For Rent
Tallinn,4 000 € 31.7 €/m²,3,126.2 m²,6/6,Apartment,For Rent
,190 € 6.91 €/m²,N/A,N/A,N/A,Apartment,For Rent
,480 € 11.2 €/m²,N/A,N/A,N/A,Apartment,For Rent
Narva,270 € 18 €/m²,1,15 m²,1/3,Apartment,For Rent
Tallinn,590 € 13.7 €/m²,2,43.2 m²,2/3,Apartment,For Rent
Tartu,500 € 16.1 €/m²,2,31 m²,2/2,Apartment,For Rent
Pärnu,300 € 9.09 €/m²,2,33 m²,2/2,Apartment,For Rent
Tartu,185 € 12.3 €/m²,1,15 m²,4/5,Apartment,For Rent
Tallinn,670 € 11.1 €/m²,3,60.5 m²,4/5,Apartment,For Rent
Tallinn,475 € 12.4 €/m²,2,38.2 m²,1/4,Apartment,For Rent
Tartu,300 € 6.10 €/m²,2,49.2 m²,5/5,Apartment,For Rent
Tallinn,950 € 13.4 €/m²,4,71.1 m²,4/14,Apartment,For Rent
Tallinn,600 € 11.4 €/m²,2,52.6 m²,5/5,Apartment,For Rent
Pärnu,350 € 4.87 €/m²,4,71.9 m²,5/5,Apartment,For Rent
Tartu,315 € 5.99 €/m²,2,52.6 m²,1/2,Apartment,For Rent
Tallinn,690 € 19.4 €/m²,2,35.5 m²,2/4,Apartment,For Rent
Tallinn,590 € 14.5 €/m²,2,40.7 m²,1/3,Apartment,For Rent
Pärnu,300 € 7.83 €/m²,2,38.3 m²,3/3,Apartment,For Rent
Tallinn,799 € 13.8 €/m²,3,57.8 m²,6/8,Apartment,For Rent
,150 € 4.10 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tartu,520 € 10 €/m²,2,51.9 m²,3/5,Apartment,For Rent
Tallinn,450 € 9.38 €/m²,2,48 m²,3/5,Apartment,For Rent
Tallinn,875 € 7.43 €/m²,4,117.8 m²,2/3,Apartment,For Rent
Tallinn,1 150 € 21.2 €/m²,2,54.2 m²,4/5,Apartment,For Rent
Tallinn,825 € 14.4 €/m²,3,57.3 m²,3/8,Apartment,For Rent
Pärnu,500 € 8.79 €/m²,2,56.9 m²,1/2,Apartment,For Rent
Tallinn,490 € 11.1 €/m²,1,44 m²,2/4,Apartment,For Rent
Tartu,270 € 24.6 €/m²,1,11 m²,1/5,Apartment,For Rent
Tallinn,325 € 24.3 €/m²,1,13.4 m²,2/3,Apartment,For Rent
Tartu,200 € 12.5 €/m²,1,16 m²,2/2,Apartment,For Rent
Paide,250 € 5.21 €/m²,2,48 m²,3/3,Apartment,For Rent
Tallinn,430 € 13.4 €/m²,1,32 m²,5/5,Apartment,For Rent
Võru,520 € 10.5 €/m²,2,49.7 m²,8/9,Apartment,For Rent
Tartu,390 € 10.2 €/m²,1,38.1 m²,2/3,Apartment,For Rent
Narva,130 € 4.64 €/m²,1,28 m²,4/5,Apartment,For Rent
Pärnu,220 € 11.7 €/m²,1,18.8 m²,3/3,Apartment,For Rent
,550 € 7.55 €/m²,N/A,N/A,N/A,Apartment,For Rent
Viljandi,225 € 7.26 €/m²,2,31 m²,1/2,Apartment,For Rent
Narva,1 750 € 14.8 €/m²,5,118.5 m²,3/4,Apartment,For Rent
Tallinn,790 € 15 €/m²,2,52.6 m²,2/4,Apartment,For Rent
Tartu,375 € 7.50 €/m²,2,50 m²,1/2,Apartment,For Rent
Tallinn,620 € 10.2 €/m²,2,61 m²,N/A,Apartment,For Rent
Tartu,450 € 7.76 €/m²,2,58 m²,1/2,Apartment,For Rent
,200 € 2.87 €/m²,N/A,N/A,N/A,Apartment,For Rent
Tartu,350 € 7.03 €/m²,3,49.8 m²,2/2,Apartment,For Rent
Tallinn,785 € 15.1 €/m²,3,52.1 m²,2/8,Apartment,For Rent
Tallinn,750 € 16.6 €/m²,2,45.2 m²,1/3,Apartment,For Rent
Tapa,210 € 3.41 €/m²,3,61.6 m²,4/5,Apartment,For Rent
Tallinn,650 € 12.2 €/m²,3,53.5 m²,3/5,Apartment,For Rent
Tallinn,595 € 9.64 €/m²,2,61.7 m²,3/4,Apartment,For Rent
Pärnu,600 € 22.3 €/m²,2,26.9 m²,4/5,Apartment,For Rent
Pärnu,400 € 8.35 €/m²,3,47.9 m²,3/5,Apartment,For Rent
Tallinn,550 € 10.6 €/m²,2,52 m²,2/2,Apartment,For Rent
Tallinn,690 € 12.7 €/m²,2,54.2 m²,3/3,Apartment,For Rent
Tallinn,1 350 € 17.5 €/m²,3,77.1 m²,1/5,Apartment,For Rent
,1 300 € 19.7 €/m²,N/A,N/A,N/A,Apartment,For Rent
